"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLatitude","verbatimLongitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"3687",5781,"Plantae","Magnoliopsida","Asteraceae","Laennecia artemisiifolia (Meyen & Walp.) G.L. Nesom","","","Autóctona","Sin clasificación","Publicación","AGUCH 643","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3688",5782,"Plantae","Magnoliopsida","Brassicaceae","Lepidium rahmeri Phil.","","","Autóctona","Sin clasificación","Publicación","AGUCH 1503","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3689",5783,"Plantae","Magnoliopsida","Brassicaceae","Lepidium werffii Al-Shehbaz","","","Autóctona","Sin clasificación","Publicación","AGUCH 1502","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3690",5784,"Plantae","Magnoliopsida","Asteraceae","Plazia daphnoides Wedd.","","","Autóctona","Sin clasificación","Publicación","AGUCH 687","R. Troncoso","",NA,NA,"Murmuntani"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3691",5785,"Plantae","Magnoliopsida","Asteraceae","Plazia daphnoides Wedd.","","","Autóctona","Sin clasificación","Publicación","AGUCH 688","R. Troncoso","",NA,NA,"Murmuntani"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3692",5786,"Plantae","Magnoliopsida","Asteraceae","Plazia daphnoides Wedd.","","","Autóctona","Sin clasificación","Publicación","AGUCH 689","R. Troncoso","",NA,NA,"Murmuntani"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3693",5787,"Plantae","Magnoliopsida","Rosaceae","Polylepis rugulosa Bitter","","","Autóctona","EN","Publicación","AGUCH 1765","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:RCE (D.S 51/2008 MMA),iucnStatusRemarks:EN PELIGRO (TERCER PROCESO), VULNERABLE (LIBRO ROJO FLORA TERRESTRE DE CHILE)"
"3694",5788,"Plantae","Magnoliopsida","Rosaceae","Polylepis rugulosa Bitter","","","Autóctona","EN","Publicación","AGUCH 1766","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:RCE (D.S 51/2008 MMA),iucnStatusRemarks:EN PELIGRO (TERCER PROCESO), VULNERABLE (LIBRO ROJO FLORA TERRESTRE DE CHILE)"
"3695",5789,"Plantae","Magnoliopsida","Rosaceae","Polylepis rugulosa Bitter","","","Autóctona","EN","Publicación","AGUCH 1767","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:RCE (D.S 51/2008 MMA),iucnStatusRemarks:EN PELIGRO (TERCER PROCESO), VULNERABLE (LIBRO ROJO FLORA TERRESTRE DE CHILE)"
"3696",5790,"Plantae","Magnoliopsida","Rosaceae","Polylepis rugulosa Bitter","","","Autóctona","EN","Publicación","AGUCH 1769","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:RCE (D.S 51/2008 MMA),iucnStatusRemarks:EN PELIGRO (TERCER PROCESO), VULNERABLE (LIBRO ROJO FLORA TERRESTRE DE CHILE)"
"3697",5791,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1031","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3698",5792,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1035","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3699",5793,"Plantae","Magnoliopsida","Plantaginaceae","Plantago sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1036","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3700",5794,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1443","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3701",5795,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1444","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3702",5796,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1445","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3703",5797,"Plantae","Magnoliopsida","Brassicaceae","Descurainia sp.","","","N/A","Sin clasificación","Publicación","AGUCH 1446","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3704",5798,"Plantae","Magnoliopsida","Asteraceae","Erigeron sp.","","","N/A","Sin clasificación","Publicación","AGUCH 659","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3705",5799,"Plantae","Magnoliopsida","Asteraceae","Erigeron sp.","","","N/A","Sin clasificación","Publicación","AGUCH 660","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3706",5800,"Plantae","Magnoliopsida","Asteraceae","Erigeron sp.","","","N/A","Sin clasificación","Publicación","AGUCH 661","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3707",5801,"Plantae","Magnoliopsida","Asteraceae","Gnaphalium sp.","","","Autóctona","Sin clasificación","Publicación","AGUCH 663","R. Troncoso","",NA,NA,"Murmuntani, asoc I-k"," ","Parinacota","de Arica y Parinacota","Putre","","-18.350003","-69.550007",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3708",5901,"Plantae","Magnoliopsida","Malvaceae","Nototriche anthemidifolia (J. Remy) A.W. Hill","","","Autóctona","Sin clasificación","Publicación","","Steinmann","",NA,NA,"Tacora, cord. al oeste, ca. de Tacna, 4.000 - 4.500 m"," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.716673","-69.800004",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3709",5902,"Plantae","Magnoliopsida","Malvaceae","Nototriche alternata A.W. Hill","","","Autóctona","Sin clasificación","Publicación","","Steinmann","",NA,NA,"Tacora, Vn., cerca de Tacna, 4.800 - 4.900 m"," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.716673","-69.800004",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3710",5903,"Plantae","Magnoliopsida","Asteraceae","Senecio trifurcifolius Hieron.","","","Autóctona","Sin clasificación","Publicación","","Stübel","",NA,NA,"Tacora  -  Sajama"," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.716671","-69.733339",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3711",5906,"Plantae","Magnoliopsida","Caryophyllaceae","Pycnophyllum macropetalum Mattf.","","","Autóctona","Sin clasificación","Publicación","","Stübel","",NA,NA,"Tacora, Cº, 4.500 m"," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.712076","-69.816732",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3712",5910,"Plantae","Magnoliopsida","Nolanaceae","Nolana gracillima (I.M. Johnst.) I.M. Johnst.","","","Autóctona","Sin clasificación","Publicación","BD","Troll","",NA,NA,"Putaraya, valle del río Camarones, 2.000 m"," ","Arica","de Arica y Parinacota","Camarones","","-18.966667","-69.666668",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3713",5921,"Plantae","Magnoliopsida","Malvaceae","Nototriche pediculariifolia (Meyen) A.W. Hill","","","Autóctona","Sin clasificación","Publicación","","Weddell","",NA,NA,"Tacora, cord."," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.716671","-69.750003",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3714",5933,"Plantae","Magnoliopsida","Fabaceae","Astragalus werdermannii I.M. Johnst.","","","Endémica de Chile","Sin clasificación","Publicación","","Werdermann","",NA,NA,"Chislluma, cord. volcán Tacora, 4.500 m"," ","Parinacota","de Arica y Parinacota","General Lagos","","-17.679282","-69.739986",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3715",5941,"Plantae","Magnoliopsida","Asteraceae","Stevia chamaedrys Griseb. var. chamaedrys","","","Autóctona","Sin clasificación","Publicación","","Zoellner","",NA,NA,"Socoroma, 3.400 m."," ","Parinacota","de Arica y Parinacota","Putre","","-18.233336","-69.616671",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3716",5942,"Plantae","Magnoliopsida","Fabaceae","Senna birostris (Dombey ex Vogel) H.S. Irwin & Barneby var. arequipensis (Meyen ex Vogel) H.S. Irwin & Barneby","","","Autóctona","Sin clasificación","Publicación","","Zoellner","",NA,NA,"Zapahuira"," ","Parinacota","de Arica y Parinacota","Putre","","-18.33334","-69.600009",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3717",5943,"Plantae","Magnoliopsida","Fabaceae","Senna birostris (Dombey ex Vogel) H.S. Irwin & Barneby var. arequipensis (Meyen ex Vogel) H.S. Irwin & Barneby","","","Autóctona","Sin clasificación","Publicación","","Zoellner","",NA,NA,"Copaquilla"," ","Parinacota","de Arica y Parinacota","Putre","","-18.396563","-69.635123",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3718",5944,"Plantae","Polypodiopsida","Pteridaceae","Cheilanthes pilosa Goldm.","","","Autóctona","NT","Publicación","Zöllner","Zoellner","",NA,NA,"Socoroma, 3.500 m"," ","Parinacota","de Arica y Parinacota","Putre","","-18.233336","-69.616671",0,"","WGS 1984","19 Sur","","","iucnStatus:RCE (D.S 13/2013 MMA),iucnStatusRemarks:CASI AMENAZADO (NT) (NOVENO PROCESO), INSUFICIENTEMENTE CONOCIDA (Boletin 47 MNHN)"
"3719",5947,"Plantae","Magnoliopsida","Fabaceae","Senna birostris (Dombey ex Vogel) H.S. Irwin & Barneby var. arequipensis (Meyen ex Vogel) H.S. Irwin & Barneby","","","Autóctona","Sin clasificación","Publicación","","Zoellner","",NA,NA,"Socoroma, 2.500 - 3.500 m"," ","Parinacota","de Arica y Parinacota","Putre","","-18.233336","-69.616671",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3720",5948,"Plantae","Magnoliopsida","Solanaceae","Fabiana ramulosa (Wedd.) Hunz. & Barboza","","","Autóctona","Sin clasificación","Publicación","O. Zöll","Zoellner","",NA,NA,"Putre"," ","Parinacota","de Arica y Parinacota","Putre","","-18.183033","-69.552676",0,"","WGS 1984","19 Sur","","","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3721",6686,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto24.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.004044","-69.244426",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3722",6687,"Plantae","Liliopsida","Poaceae","Deyeuxia curvula Wedd.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3723",6688,"Plantae","Magnoliopsida","Campanulaceae","Lobelia oligophylla (Wedd.) Lammers","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3724",6689,"Plantae","Liliopsida","Cyperaceae","Phylloscirpus acaulis (Phil.) Goetgh. & D.A. Simpson","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3725",6690,"Plantae","Liliopsida","Cyperaceae","Eleocharis pseudoalbibracteata S. González & Guagl.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3726",6691,"Plantae","Magnoliopsida","Asteraceae","Werneria heteroloba Wedd. f. heteroloba","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3727",6692,"Plantae","Magnoliopsida","Asteraceae","Werneria pygmaea Gillies ex Hook. & Arn.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3728",6693,"Plantae","Magnoliopsida","Caryophyllaceae","Arenaria rivularis Phil.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3729",6694,"Plantae","Magnoliopsida","Gentianaceae","Gentiana prostrata Haenke","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3730",6695,"Plantae","Magnoliopsida","Plantaginaceae","Plantago barbata G. Forst. ssp. barbata","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3731",6696,"Plantae","Magnoliopsida","Ranunculaceae","Ranunculus uniflorus Phil. ex Reiche f. uniflorus","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3732",6697,"Plantae","Magnoliopsida","Asteraceae","Baccharis acaulis (Wedd. ex R.E. Fr.) Cabrera","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3733",6698,"Plantae","Liliopsida","Cyperaceae","Carex maritima Gunnerus","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3734",6699,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3735",6700,"Plantae","Liliopsida","Juncaceae","Oxychloë andina Phil.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3736",6701,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto16.- Hunedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.021361","-69.214889",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3737",6702,"Plantae","Liliopsida","Poaceae","Festuca rigescens (J. Presl) Kunth","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto20.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.013317","-69.214671",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3738",6703,"Plantae","Magnoliopsida","Asteraceae","Hypochaeris taraxacoides (Walp.) Benth. & Hook. f.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3739",6704,"Plantae","Magnoliopsida","Apiaceae","Lilaeopsis macloviana (Gand.) A.W. Hill","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3740",6705,"Plantae","Liliopsida","Cyperaceae","Eleocharis pseudoalbibracteata S. González & Guagl.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3741",6706,"Plantae","Liliopsida","Cyperaceae","Zameioscirpus muticus Dhooge & Goetgh.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3742",6707,"Plantae","Magnoliopsida","Asteraceae","Werneria pygmaea Gillies ex Hook. & Arn.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3743",6708,"Plantae","Magnoliopsida","Asteraceae","Werneria weddellii Phil.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
"3744",6709,"Plantae","Magnoliopsida","Caryophyllaceae","Arenaria rivularis Phil.","","","Autóctona","Sin clasificación","Publicación","","L.Faúndez, P.Saldivia, M. Ahumada y V. Valdivia","2009",11,21,"Caquena, Localidad Rural","Pto21.- Humedal de Caquena","Parinacota","de Arica y Parinacota","Putre","GPS","-18.017231","-69.229376",0,"","WGS 1984","19 Sur",""," Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Biota 2009","iucnStatus:,iucnStatusRemarks:Sin clasificación"
