"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"17747","GC17747",3906862.38,555121.53,"19F 555121,53  3906862,38","WGS84",-68.138674989685,-54.9820888830848
"17748","GC17748",3907054.68,555094.92,"19F 555094,92  3907054,68","WGS84",-68.1391277162466,-54.9803639273195
"17749","GC17749",3907049.7,555173.26,"19F 555173,26  3907049,7","WGS84",-68.1379028290986,-54.9804000063454
"17750","GC17750",3906825.63,555118.23,"19F 555118,23  3906825,63","WGS84",-68.1387194794992,-54.9824194627825
"17751","GC17751",3906893.06,555315.52,"19F 555315,52  3906893,06","WGS84",-68.1356500223895,-54.9817917107497
"17752","GC17752",3906816.54,555178.57,"19F 555178,57  3906816,54","WGS84",-68.1377749717155,-54.9824944613907
"17753","GC17753",3906777.16,555263.24,"19F 555263,24  3906777,16","WGS84",-68.1364444831284,-54.9828389231183
"17754","GC17754",3906824.83,555633.28,"19F 555633,28  3906824,83","WGS84",-68.1306721517644,-54.9823694060376
"17755","GC17755",3905852.49,555090.08,"19F 555090,08  3905852,49","WGS84",-68.1389721467694,-54.9911666534918
"17756","GC17756",3905934.69,555317.72,"19F 555317,72  3905934,69","WGS84",-68.1354305860549,-54.9904028220554
"17757","GC17757",3905707.15,555319,"19F 555319  3905707,15","WGS84",-68.1353666291449,-54.9924472201534
"17758","GC17758",3905720.28,555257.3,"19F 555257,3  3905720,28","WGS84",-68.1363334087408,-54.9923360910287
"17759","GC17759",3905648.66,555399.32,"19F 555399,32  3905648,66","WGS84",-68.1341000750933,-54.9929638487332
"17760","GC17760",3905639.24,554959.83,"19F 554959,83  3905639,24","WGS84",-68.1409666997801,-54.9930971843871
"17761","GC17761",3905618.94,554975.93,"19F 554975,93  3905618,94","WGS84",-68.1407111875663,-54.9932778114659
"17762","GC17762",3905614.81,554984.95,"19F 554984,95  3905614,81","WGS84",-68.1405694271037,-54.9933139254806
"17763","GC17763",3905591.93,555010.62,"19F 555010,62  3905591,93","WGS84",-68.1401638523053,-54.9935166771044
"17764","GC17764",3905571.1,555020.67,"19F 555020,67  3905571,1","WGS84",-68.1400027842458,-54.9937027331637
"17765","GC17765",3904634.44,554180.89,"19F 554180,89  3904634,44","WGS84",-68.1529500184427,-55.0022111066826
"17766","GC17766",3904677.83,554222.64,"19F 554222,64  3904677,83","WGS84",-68.1523056103303,-55.0018166834475
"17767","GC17767",3904731.68,554294.56,"19F 554294,56  3904731,68","WGS84",-68.1511915961816,-55.0013249800278
"17768","GC17768",3904246,554346.41,"19F 554346,41  3904246","WGS84",-68.1502888649583,-55.0056833654338
"17769","GC17769",3904232.55,554333.81,"19F 554333,81  3904232,55","WGS84",-68.150483288838,-55.0058055948085
"17770","GC17770",3904065.3,554002.36,"19F 554002,36  3904065,3","WGS84",-68.1556333582455,-55.0073444755741
"17771","GC17771",3903770.87,554700.23,"19F 554700,23  3903770,87","WGS84",-68.1446666944947,-55.0099138491371
"17772","GC17772",3903644.01,554303.38,"19F 554303,38  3903644,01","WGS84",-68.1508472883894,-55.0110971951562
"17773","GC17773",3903599.57,554372.84,"19F 554372,84  3903599,57","WGS84",-68.1497528137281,-55.0114889234881
"17774","GC17774",3903586.71,554515.35,"19F 554515,35  3903586,71","WGS84",-68.1475221582539,-55.0115888863516
"17775","GC17775",3903482.24,554487.96,"19F 554487,96  3903482,24","WGS84",-68.1479305107372,-55.0125305914781
"17776","GC17776",3903358.73,554170.95,"19F 554170,95  3903358,73","WGS84",-68.1528638356069,-55.0136749873809
"17777","GC17777",3903246.73,554559.34,"19F 554559,34  3903246,73","WGS84",-68.1467694948395,-55.014638923886
"17778","GC17778",3903264.07,554175.84,"19F 554175,84  3903264,07","WGS84",-68.1527694412315,-55.0145250146765
"17779","GC17779",3902970.85,554468.76,"19F 554468,76  3902970,85","WGS84",-68.1481333100452,-55.017127739773
"17780","GC17780",3903060.03,554507.5,"19F 554507,5  3903060,03","WGS84",-68.1475445096685,-55.0163221795196
"17781","GC17781",3902828.56,554297.57,"19F 554297,57  3902828,56","WGS84",-68.150783292756,-55.0184249831924
"17782","GC17782",3902129.17,554737.16,"19F 554737,16  3902129,17","WGS84",-68.1437750047397,-55.0246611071703
"17783","GC17783",3902114.82,554798.08,"19F 554798,08  3902114,82","WGS84",-68.1428194320258,-55.0247833403088
"17784","GC17784",3903387.72,554074.66,"19F 554074,66  3903387,72","WGS84",-68.1543749365231,-55.0134249720777
"17785","GC17785",3904645.11,554650.51,"19F 554650,51  3904645,11","WGS84",-68.145611044594,-55.0020639038747
"17786","GC17786",3904212.5,554735.84,"19F 554735,84  3904212,5","WGS84",-68.1441944365598,-55.0059417092697
"17787","GC17787",3904084.25,554808.36,"19F 554808,36  3904084,25","WGS84",-68.1430361449717,-55.0070861082933
"17788","GC17788",3904001.74,554730.42,"19F 554730,42  3904001,74","WGS84",-68.1442388506073,-55.0078360698352
"17789","GC17789",3903580.98,554655.27,"19F 554655,27  3903580,98","WGS84",-68.1453333505233,-55.0116250267902
"17790","GC17790",3903588.62,554688.41,"19F 554688,41  3903588,62","WGS84",-68.1448166520353,-55.0115527378711
"17791","GC17791",3903258.02,554647.95,"19F 554647,95  3903258,02","WGS84",-68.1453860896472,-55.0145277559385
"17792","GC17792",3903240.26,554911.18,"19F 554911,18  3903240,26","WGS84",-68.1412666617241,-55.0146583604625
"17793","GC17793",3903046.64,554818.21,"19F 554818,21  3903046,64","WGS84",-68.1426832811089,-55.0164083619738
"17794","GC17794",3903195.92,554871.55,"19F 554871,55  3903195,92","WGS84",-68.1418778332027,-55.0150611440324
"17795","GC17795",3903137.45,554850.23,"19F 554850,23  3903137,45","WGS84",-68.1421999939839,-55.0155888702434
"17796","GC17796",3902610.16,554740.21,"19F 554740,21  3902610,16","WGS84",-68.143819419568,-55.0203388917682
"17797","GC17797",3890100.6,574037.9,"19F 574037,9  3890100,6","WGS84",-67.8387971690521,-55.1302333551705
"17798","GC17798",3890073.09,573758.25,"19F 573758,25  3890073,09","WGS84",-67.84317502483,-55.130522220242
"17799","GC17799",3890111.31,574007.43,"19F 574007,43  3890111,31","WGS84",-67.8392777396217,-55.1301416840968
"17800","GC17800",3889961.15,574019.81,"19F 574019,81  3889961,15","WGS84",-67.839044469187,-55.1314889296638
"17801","GC17801",3891974.65,572849.4,"19F 572849,4  3891974,65","WGS84",-67.8579139128532,-55.1135721933282
"17802","GC17802",3892005.24,572906.79,"19F 572906,79  3892005,24","WGS84",-67.8570222357909,-55.1132889233078
"17803","GC17803",3891963.09,573007.47,"19F 573007,47  3891963,09","WGS84",-67.8554333745644,-55.1136528042377
"17804","GC17804",3894314.95,572403.42,"19F 572403,42  3894314,95","WGS84",-67.8654999639084,-55.0926110820881
"17805","GC17805",3889003.7,557051.55,"19F 557051,55  3889003,7","WGS84",-68.1049471740054,-55.1423360815513
"17806","GC17806",3893945.17,556201.19,"19F 556201,19  3893945,17","WGS84",-68.1192638159891,-55.0980333084001
"17807","GC17807",3893900.18,556091.06,"19F 556091,06  3893900,18","WGS84",-68.1209805801716,-55.098450017103
"17808","GC17808",3893921.27,555913.16,"19F 555913,16  3893921,27","WGS84",-68.1237722840151,-55.0982806009459
"17809","GC17809",3893904.35,556397.8,"19F 556397,8  3893904,35","WGS84",-68.1161750308062,-55.09837777272
"17810","GC17810",3905106.28,570895.7,"19F 570895,7  3905106,28","WGS84",-67.8917999349129,-54.995872253517
"17811","GC17811",3904712.33,570939.57,"19F 570939,57  3904712,33","WGS84",-67.8910167036717,-54.9994055446813
"17812","GC17812",3903946.88,571131.07,"19F 571131,07  3903946,88","WGS84",-67.8878333940236,-55.0062555813892
"17813","GC17813",3903378.18,571256.53,"19F 571256,53  3903378,18","WGS84",-67.8857305266433,-55.0113472419741
"17814","GC17814",3906143.76,565101.26,"19F 565101,26  3906143,76","WGS84",-67.9825944548101,-54.9873416989332
"17815","GC17815",3900029.71,554615.77,"19F 554615,77  3900029,71","WGS84",-68.145272149821,-55.0435388756411
"17816","GC17816",3900125.56,554563.5,"19F 554563,5  3900125,56","WGS84",-68.1461083866073,-55.0426833690242
"17817","GC17817",3892735.13,572779.41,"19F 572779,41  3892735,13","WGS84",-67.8592056233297,-55.1067499580099
"17818","GC17818",3892488.81,573019.1,"19F 573019,1  3892488,81","WGS84",-67.8553861325126,-55.1089277805601
"17819","GC17819",3890272.68,573129.46,"19F 573129,46  3890272,68","WGS84",-67.8530861641007,-55.1288222150227
"17820","GC17820",3888388.89,572580.03,"19F 572580,03  3888388,89","WGS84",-67.8612193812962,-55.1458277929961
"17821","GC17821",3888241.78,572690.42,"19F 572690,42  3888241,78","WGS84",-67.859450043511,-55.1471333008199
"17822","GC17822",3888221.97,572691.52,"19F 572691,52  3888221,97","WGS84",-67.8594277105317,-55.1473111207361
"17823","GC17823",3888161.65,572674.77,"19F 572674,77  3888161,65","WGS84",-67.8596750131042,-55.1478555194538
"17824","GC17824",3887775.34,572399.34,"19F 572399,34  3887775,34","WGS84",-67.8638971524747,-55.151366640107
"17825","GC17825",3887807.81,572436.87,"19F 572436,87  3887807,81","WGS84",-67.863316649457,-55.1510694266783
"17826","GC17826",3888915.24,572704.79,"19F 572704,79  3888915,24","WGS84",-67.8593972241655,-55.1410805402351
"17827","GC17827",3887350.89,568129.24,"19F 568129,24  3887350,89","WGS84",-67.9307888656194,-55.1557861366746
"17828","GC17828",3887951.17,566026.17,"19F 566026,17  3887951,17","WGS84",-67.9639278400228,-55.15067774537
"17829","GC17829",3887953.13,566247.7,"19F 566247,7  3887953,13","WGS84",-67.9604527219269,-55.1506305455295
"17830","GC17830",3888718.93,565977.18,"19F 565977,18  3888718,93","WGS84",-67.9648750432749,-55.1437861554554
"17831","GC17831",3888679.96,565978.73,"19F 565978,73  3888679,96","WGS84",-67.9648416657835,-55.1441360842906
"17832","GC17832",3888683.41,566017.03,"19F 566017,03  3888683,41","WGS84",-67.9642416790421,-55.144099983196
"17833","GC17833",3888286.11,565747.13,"19F 565747,13  3888286,11","WGS84",-67.9683833506388,-55.1477055262593
"17834","GC17834",3888242.57,565827.23,"19F 565827,23  3888242,57","WGS84",-67.9671166497155,-55.1480860806405
"17835","GC17835",3888190.04,565888.07,"19F 565888,07  3888190,04","WGS84",-67.966149989366,-55.1485499575687
"17836","GC17836",3888347.4,566034,"19F 566034  3888347,4","WGS84",-67.9638972571954,-55.1471166816855
"17837","GC17837",3888825.72,560644.83,"19F 560644,83  3888825,72","WGS84",-68.0485443979309,-55.1435082976141
"17838","GC17838",3888757.94,561573.21,"19F 561573,21  3888757,94","WGS84",-68.0339666428242,-55.1440027494011
"17839","GC17839",3888729.98,561560.43,"19F 561560,43  3888729,98","WGS84",-68.0341610511515,-55.1442555567222
"17840","GC17840",3891237.3,567713.9,"19F 567713,9  3891237,3","WGS84",-67.9382332623112,-55.1209250080866
"17841","GC17841",3891181.91,567676.2,"19F 567676,2  3891181,91","WGS84",-67.9388110967766,-55.121427819122
"17842","GC17842",3891116.09,567613.54,"19F 567613,54  3891116,09","WGS84",-67.9397777757154,-55.1220277432138
"17843","GC17843",3891075.75,567562.25,"19F 567562,25  3891075,75","WGS84",-67.9405722866617,-55.1223971798079
"17844","GC17844",3891066.64,567530.76,"19F 567530,76  3891066,64","WGS84",-67.9410638140355,-55.122483321732
"17845","GC17845",3890426.73,568074.48,"19F 568074,48  3890426,73","WGS84",-67.9323861139548,-55.1281583287422
"17846","GC17846",3890595.18,567915.48,"19F 567915,48  3890595,18","WGS84",-67.9349195209879,-55.1266666757591
"17847","GC17847",3890591.33,567863.7,"19F 567863,7  3890591,33","WGS84",-67.9357304813478,-55.1267083600182
"17848","GC17848",3891127.62,567566.41,"19F 567566,41  3891127,62","WGS84",-67.9405194047644,-55.1219305762362
"17849","GC17849",3891153.4,567538.1,"19F 567538,1  3891153,4","WGS84",-67.9409693666466,-55.1217028087402
"17850","GC17850",3891167.97,567515.64,"19F 567515,64  3891167,97","WGS84",-67.9413249462619,-55.1215749613275
"17851","GC17851",3891225.54,567694.58,"19F 567694,58  3891225,54","WGS84",-67.9385333432481,-55.1210333069623
"17852","GC17852",3891135.27,567632.97,"19F 567632,97  3891135,27","WGS84",-67.9394777260223,-55.1218527658916
"17853","GC17853",3889924.15,568348.62,"19F 568348,62  3889924,15","WGS84",-67.9279666192046,-55.1326361021114
"17854","GC17854",3889713.52,568454.85,"19F 568454,85  3889713,52","WGS84",-67.92624995625,-55.1345138724576
"17855","GC17855",3889475.84,568530.19,"19F 568530,19  3889475,84","WGS84",-67.9250110530174,-55.1366389257424
"17856","GC17856",3889108.45,567219.11,"19F 567219,11  3889108,45","WGS84",-67.9454861708571,-55.1401194414639
"17857","GC17857",3889288.32,567141.78,"19F 567141,78  3889288,32","WGS84",-67.946741632309,-55.138513852212
"17858","GC17858",3889356.16,567214.53,"19F 567214,53  3889356,16","WGS84",-67.9456166810819,-55.137894464842
"17859","GC17859",3887668.96,567116.64,"19F 567116,64  3887668,96","WGS84",-67.9467527566772,-55.1530667003054
"17860","GC17860",3887649.54,567195.31,"19F 567195,31  3887649,54","WGS84",-67.9455138355536,-55.1532305118125
"17861","GC17861",3887708.16,567100.41,"19F 567100,41  3887708,16","WGS84",-67.947016680015,-55.152716700899
"17862","GC17862",3887686.62,567073.18,"19F 567073,18  3887686,62","WGS84",-67.9474388146705,-55.1529139204723
"17863","GC17863",3886894.1,571178.78,"19F 571178,78  3886894,1","WGS84",-67.8828250195492,-55.1594610917159
"17864","GC17864",3886894.91,571244.11,"19F 571244,11  3886894,91","WGS84",-67.8818000646315,-55.1594444156187
"17865","GC17865",3886508.79,572009.13,"19F 572009,13  3886508,79","WGS84",-67.8696972989434,-55.1628027841003
"17866","GC17866",3901935.69,553945.57,"19F 553945,57  3901935,69","WGS84",-68.1561194042497,-55.0264860765971
"17867","GC17867",3901832.29,554922.12,"19F 554922,12  3901832,29","WGS84",-68.1408250741518,-55.0273082979775
"17868","GC17868",3901157.45,555145.91,"19F 555145,91  3901157,45","WGS84",-68.1371943884871,-55.0333472156354
"17869","GC17869",3901215.86,555197.23,"19F 555197,23  3901215,86","WGS84",-68.1364028315793,-55.0328166876782
"17870","GC17870",3901187.44,555270.93,"19F 555270,93  3901187,44","WGS84",-68.1352443933718,-55.0330638656398
"17871","GC17871",3901210.31,555321.28,"19F 555321,28  3901210,31","WGS84",-68.134461158999,-55.0328527722153
"17872","GC17872",3901396.83,555337.44,"19F 555337,44  3901396,83","WGS84",-68.1342444900888,-55.0311750273116
"17873","GC17873",3901717.71,555513.5,"19F 555513,5  3901717,71","WGS84",-68.1315527300185,-55.0282721890506
"17874","GC17874",3901640.75,555536.51,"19F 555536,51  3901640,75","WGS84",-68.1311778508285,-55.0289611325245
"17875","GC17875",3901618.16,555489,"19F 555489  3901618,16","WGS84",-68.1319166224518,-55.029169414153
"17876","GC17876",3901760.62,555568.19,"19F 555568,19  3901760,62","WGS84",-68.1307056204536,-55.0278805209478
"17877","GC17877",3900668.43,555191.71,"19F 555191,71  3900668,43","WGS84",-68.1363833932701,-55.0377361491659
"17878","GC17878",3900656.76,555185.71,"19F 555185,71  3900656,76","WGS84",-68.1364750115058,-55.0378416741056
"17879","GC17879",3900564.79,554922.7,"19F 554922,7  3900564,79","WGS84",-68.1405722845349,-55.0386971790378
"17880","GC17880",3898958.9,555012.64,"19F 555012,64  3898958,9","WGS84",-68.1388555477717,-55.0531166999685
"17881","GC17881",3898810.89,555032.11,"19F 555032,11  3898810,89","WGS84",-68.1385222579533,-55.0544444621307
"17882","GC17882",3898937.7,555002.44,"19F 555002,44  3898937,7","WGS84",-68.1390111067092,-55.0533083179854
"17883","GC17883",3898575.51,555091.85,"19F 555091,85  3898575,51","WGS84",-68.1375417384156,-55.0565528070512
"17884","GC17884",3898574.05,555110.29,"19F 555110,29  3898574,05","WGS84",-68.1372528161568,-55.0565638806793
"17885","GC17885",3898264.26,554836.39,"19F 554836,39  3898264,26","WGS84",-68.1414805950488,-55.0593777490122
"17886","GC17886",3897338.93,554890.84,"19F 554890,84  3897338,93","WGS84",-68.1404500736614,-55.0676861178993
"17887","GC17887",3897459.07,555075.95,"19F 555075,95  3897459,07","WGS84",-68.1375749679904,-55.0665861309198
"17888","GC17888",3897532.19,555137.88,"19F 555137,88  3897532,19","WGS84",-68.1366194831481,-55.065922254526
"17889","GC17889",3897550.71,555190.8,"19F 555190,8  3897550,71","WGS84",-68.135794522277,-55.0657499693285
"17890","GC17890",3897541.83,555233.28,"19F 555233,28  3897541,83","WGS84",-68.1351277128012,-55.0658250367999
"17891","GC17891",3897307.88,555077.63,"19F 555077,63  3897307,88","WGS84",-68.1375194493225,-55.0679444325385
"17892","GC17892",3900789.26,554465.44,"19F 554465,44  3900789,26","WGS84",-68.1477693951374,-55.0367305338787
"17893","GC17893",3900819.56,554439.17,"19F 554439,17  3900819,56","WGS84",-68.1481861720717,-55.0364611539204
"17894","GC17894",3900107.84,554773.83,"19F 554773,83  3900107,84","WGS84",-68.1428138366642,-55.0428194594386
"17895","GC17895",3897827.32,556968.19,"19F 556968,19  3897827,32","WGS84",-68.108022228142,-55.0630638891092
"17896","GC17896",3897882.94,556897.75,"19F 556897,75  3897882,94","WGS84",-68.1091360914281,-55.0625722032031
"17897","GC17897",3897970.11,556484.9,"19F 556484,9  3897970,11","WGS84",-68.1156166061342,-55.0618360738169
"17898","GC17898",3897408.22,555213.17,"19F 555213,17  3897408,22","WGS84",-68.1354166856936,-55.0670277984357
"17899","GC17899",3897384.04,555268.4,"19F 555268,4  3897384,04","WGS84",-68.1345472602517,-55.0672389201546
"17900","GC17900",3897359.36,554332.6,"19F 554332,6  3897359,36","WGS84",-68.1491945130081,-55.0675639301766
"17901","GC17901",3896399.45,555289.73,"19F 555289,73  3896399,45","WGS84",-68.1340222527401,-55.0760833709265
"17902","GC17902",3904971,568828.45,"19F 568828,45  3904971","WGS84",-67.9240750078096,-54.9973777345493
"17903","GC17903",3905053.67,568800.22,"19F 568800,22  3905053,67","WGS84",-67.9245360797605,-54.9966388588435
"17904","GC17904",3905102.14,568844.86,"19F 568844,86  3905102,14","WGS84",-67.9238500738646,-54.9961971941716
"17905","GC17905",3905150.63,568908,"19F 568908  3905150,63","WGS84",-67.922874964796,-54.9957527864369
"17906","GC17906",3903735.22,568871.63,"19F 568871,63  3903735,22","WGS84",-67.9231027437086,-55.0084750364783
"17907","GC17907",3903747.25,568793.28,"19F 568793,28  3903747,25","WGS84",-67.9243304996842,-55.0083777836669
"17908","GC17908",3906399.2,554242.44,"19F 554242,44  3906399,2","WGS84",-68.1523222046624,-54.9863472500377
"17909","GC17909",3906631.63,553938.94,"19F 553938,94  3906631,63","WGS84",-68.157108362244,-54.9842917117069
"17910","GC17910",3906499.52,553871.4,"19F 553871,4  3906499,52","WGS84",-68.1581388255641,-54.9854860904563
"17911","GC17911",3906502.46,553960.67,"19F 553960,67  3906502,46","WGS84",-68.156744504047,-54.9854500117191
"17912","GC17912",3906443.17,554006.71,"19F 554006,71  3906443,17","WGS84",-68.1560139361084,-54.985977771027
"17913","GC17913",3906375.14,554518.05,"19F 554518,05  3906375,14","WGS84",-68.1480110390329,-54.9865333536018
"17914","GC17914",3906296.68,554105.21,"19F 554105,21  3906296,68","WGS84",-68.1544471523621,-54.9872833631146
"17915","GC17915",3906113.49,553966.29,"19F 553966,29  3906113,49","WGS84",-68.1565834083728,-54.9889444797522
"17916","GC17916",3994951.8,472980.66,"19F 472980,66  3994951,8","WGS84",-69.4141138831287,-54.1927638976892
"17917","GC17917",3994877.62,473085.49,"19F 473085,49  3994877,62","WGS84",-69.4125138829777,-54.1934360944057
"17918","GC17918",3995565.68,473523.77,"19F 473523,77  3995565,68","WGS84",-69.4057360700188,-54.1872750328699
"17919","GC17919",3995534.29,473493.13,"19F 473493,13  3995534,29","WGS84",-69.4062083664951,-54.1875555653572
"17920","GC17920",3995563.16,473406.86,"19F 473406,86  3995563,16","WGS84",-69.407527834846,-54.1872916338923
"17921","GC17921",3995348.02,473296.09,"19F 473296,09  3995348,02","WGS84",-69.4092443837388,-54.1892194299444
"17922","GC17922",3995208.55,473336.04,"19F 473336,04  3995208,55","WGS84",-69.4086445193039,-54.1904749812744
"17923","GC17923",3995215.12,473296.86,"19F 473296,86  3995215,12","WGS84",-69.4092443810519,-54.1904138958266
"17924","GC17924",3995232.58,473269.39,"19F 473269,39  3995232,58","WGS84",-69.4096638146553,-54.1902555449762
"17925","GC17925",3995228.77,473198.72,"19F 473198,72  3995228,77","WGS84",-69.4107471866548,-54.1902860992584
"17926","GC17926",3995820.13,473537.71,"19F 473537,71  3995820,13","WGS84",-69.4055000732476,-54.1849889051062
"17927","GC17927",3995812.34,475483.05,"19F 475483,05  3995812,34","WGS84",-69.3756916468269,-54.185155570379
"17928","GC17928",3995803.94,475473.3,"19F 475473,3  3995803,94","WGS84",-69.3758417345443,-54.1852305988878
"17929","GC17929",3995912.47,475365.23,"19F 475365,23  3995912,47","WGS84",-69.3774888505612,-54.184250013574
"17930","GC17930",3995947.34,475355.25,"19F 475355,25  3995947,34","WGS84",-69.3776389188045,-54.1839361420557
"17931","GC17931",3995994.09,475253.85,"19F 475253,85  3995994,09","WGS84",-69.3791888195679,-54.1835110982049
"17932","GC17932",3996026.96,475506.74,"19F 475506,74  3996026,96","WGS84",-69.3753111667469,-54.1832278159773
"17933","GC17933",3993493.34,475948.35,"19F 475948,35  3993493,34","WGS84",-69.3687471508351,-54.2060194621196
"17934","GC17934",3993126.61,476333.98,"19F 476333,98  3993126,61","WGS84",-69.3628638913749,-54.2093333681764
"17935","GC17935",3993088.13,476183.08,"19F 476183,08  3993088,13","WGS84",-69.3651805936996,-54.2096722146912
"17936","GC17936",3993974.62,478063.38,"19F 478063,38  3993974,62","WGS84",-69.3362861522459,-54.2017888484797
"17937","GC17937",3993961.4,478078.85,"19F 478078,85  3993961,4","WGS84",-69.3360499673139,-54.2019083243432
"17938","GC17938",3995236.46,478835.13,"19F 478835,13  3995236,46","WGS84",-69.3243667014318,-54.1904805275184
"17939","GC17939",3995272.52,478813.94,"19F 478813,94  3995272,52","WGS84",-69.3246889077601,-54.1901555639465
"17940","GC17940",3995634.06,478397.17,"19F 478397,17  3995634,06","WGS84",-69.3310500761752,-54.1868888456076
"17941","GC17941",3995635.77,478367.8,"19F 478367,8  3995635,77","WGS84",-69.3315000220813,-54.1868722393606
"17942","GC17942",3995623.96,478354.44,"19F 478354,44  3995623,96","WGS84",-69.3317056016432,-54.1869778180213
"17943","GC17943",3995604.42,478339.13,"19F 478339,13  3995604,42","WGS84",-69.3319416209141,-54.1871527872532
"17944","GC17944",3995760.73,478454.77,"19F 478454,77  3995760,73","WGS84",-69.3301583372961,-54.1857528228881
"17945","GC17945",3995708.93,478282.08,"19F 478282,08  3995708,93","WGS84",-69.3328083224793,-54.1862110931091
"17946","GC17946",3995719.67,478201.36,"19F 478201,36  3995719,67","WGS84",-69.3340444852946,-54.1861111439347
"17947","GC17947",3995708.4,478170.06,"19F 478170,06  3995708,4","WGS84",-69.3345249381904,-54.1862111019368
"17948","GC17948",3995706.71,478140.52,"19F 478140,52  3995706,71","WGS84",-69.3349777273593,-54.1862250329228
"17949","GC17949",3995796.91,477998.69,"19F 477998,69  3995796,91","WGS84",-69.3371445131009,-54.1854082989784
"17950","GC17950",3995859.39,477945.28,"19F 477945,28  3995859,39","WGS84",-69.3379583640579,-54.1848444677675
"17951","GC17951",3995483.57,477882.73,"19F 477882,73  3995483,57","WGS84",-69.3389444650629,-54.1882194495603
"17952","GC17952",3995474.06,477513.18,"19F 477513,18  3995474,06","WGS84",-69.34460837225,-54.1882888537552
"17953","GC17953",3995473.99,477500.49,"19F 477500,49  3995473,99","WGS84",-69.3448028466329,-54.1882889264346
"17954","GC17954",3995487.14,477471.07,"19F 477471,07  3995487,14","WGS84",-69.345252711537,-54.1881694499457
"17955","GC17955",3995474.26,477365.45,"19F 477365,45  3995474,26","WGS84",-69.346872259645,-54.1882805590074
"17956","GC17956",3995478.37,477385.01,"19F 477385,01  3995478,37","WGS84",-69.3465722016712,-54.1882444832107
"17957","GC17957",3995493.49,477442.94,"19F 477442,94  3995493,49","WGS84",-69.3456833150803,-54.1881111433073
"17958","GC17958",3993929.2,477114.28,"19F 477114,28  3993929,2","WGS84",-69.3508389213737,-54.2021555724375
"17959","GC17959",3993922.24,477082.06,"19F 477082,06  3993922,24","WGS84",-69.351333375542,-54.2022166858379
"17960","GC17960",3993922.03,477040.21,"19F 477040,21  3993922,03","WGS84",-69.3519749411836,-54.2022167008065
"17961","GC17961",3993552.86,476643.07,"19F 476643,07  3993552,86","WGS84",-69.3580916794859,-54.2055166539743
"17962","GC17962",3993545.97,476686.41,"19F 476686,41  3993545,97","WGS84",-69.3574277705329,-54.2055805501939
"17963","GC17963",3993751.73,476669.42,"19F 476669,42  3993751,73","WGS84",-69.3576722710598,-54.2037305227484
"17964","GC17964",3993770.79,476711.18,"19F 476711,18  3993770,79","WGS84",-69.3570306012479,-54.2035611208846
"17965","GC17965",3994054.27,477281.1,"19F 477281,1  3994054,27","WGS84",-69.348272164499,-54.2010389314853
"17966","GC17966",3994063.78,477264.92,"19F 477264,92  3994063,78","WGS84",-69.3485194734825,-54.2009527436614
"17967","GC17967",3994090.14,477222.03,"19F 477222,03  3994090,14","WGS84",-69.3491749488023,-54.2007139309379
"17968","GC17968",3993961.49,477018.27,"19F 477018,27  3993961,49","WGS84",-69.3523082587368,-54.2018610733088
"17969","GC17969",3993978.54,476904.93,"19F 476904,93  3993978,54","WGS84",-69.3540444061816,-54.2017027445802
"17970","GC17970",3994431.26,477326.54,"19F 477326,54  3994431,26","WGS84",-69.3475471690908,-54.1976527633082
"17971","GC17971",3994457.62,477156.24,"19F 477156,24  3994457,62","WGS84",-69.3501555339804,-54.1974082958708
"17972","GC17972",3994767.15,477062.27,"19F 477062,27  3994767,15","WGS84",-69.3515722912775,-54.1946222147243
"17973","GC17973",3994777.53,477036.31,"19F 477036,31  3994777,53","WGS84",-69.3519693857351,-54.1945277631968
"17974","GC17974",3995088.89,477438.03,"19F 477438,03  3995088,89","WGS84",-69.345788904894,-54.191747256933
"17975","GC17975",3995096.54,477421.86,"19F 477421,86  3995096,54","WGS84",-69.3460361500454,-54.1916777912734
"17976","GC17976",3995175.3,477410.24,"19F 477410,24  3995175,3","WGS84",-69.3462083213678,-54.1909694268453
"17977","GC17977",3995118.62,477512.38,"19F 477512,38  3995118,62","WGS84",-69.3446472032099,-54.1914833247218
"17978","GC17978",3995235.76,477575.97,"19F 477575,97  3995235,76","WGS84",-69.3436639040695,-54.1904333167201
"17979","GC17979",3995248.53,477533.13,"19F 477533,13  3995248,53","WGS84",-69.34431949008,-54.1903166720923
"17980","GC17980",3995339.63,477391.31,"19F 477391,31  3995339,63","WGS84",-69.346486083669,-54.1894916823563
"17981","GC17981",3995338.63,477375.54,"19F 477375,54  3995338,63","WGS84",-69.3467278347541,-54.1894999745012
"17982","GC17982",3995337.75,477322.44,"19F 477322,44  3995337,75","WGS84",-69.3475416608024,-54.1895055386484
"17983","GC17983",3995337.8,477270.24,"19F 477270,24  3995337,8","WGS84",-69.3483416242353,-54.1895027788358
"17984","GC17984",3995341.36,477240.67,"19F 477240,67  3995341,36","WGS84",-69.3487945163424,-54.1894694722944
"17985","GC17985",3995389.55,477111.02,"19F 477111,02  3995389,55","WGS84",-69.3507777392338,-54.189030597468
"17986","GC17986",3994875.44,478037.35,"19F 478037,35  3994875,44","WGS84",-69.3366193807829,-54.1936916460677
"17987","GC17987",3994877.84,478022.65,"19F 478022,65  3994877,84","WGS84",-69.3368445065525,-54.1936694464256
