"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"32137","GC152",4060511.963,468972.7813,"19F 468972,78125  4060511,96289062","WGS84",-69.4688948559175,-53.6032977144422
"32138","GC153",4060788.818,468605.375,"19F 468605,375  4060788,81835937","WGS84",-69.474419143582,-53.6007874010173
"32139","GC154",4060721.924,468485.375,"19F 468485,375  4060721,92382812","WGS84",-69.4762392149922,-53.6013814558298
"32140","GC155",4060625.732,468407.9375,"19F 468407,9375  4060625,73242187","WGS84",-69.4774191310735,-53.6022413868176
"32141","GC156",4060335.693,468430.875,"19F 468430,875  4060335,69335937","WGS84",-69.47710189063,-53.6048496986034
"32142","GC157",4060300.293,468481.9375,"19F 468481,9375  4060300,29296875","WGS84",-69.4763337962632,-53.6051709548425
"32143","GC158",4060192.139,468528.3125,"19F 468528,3125  4060192,13867187","WGS84",-69.4756438778996,-53.6061458522666
"32144","GC159",4060101.807,468566.1563,"19F 468566,15625  4060101,80664062","WGS84",-69.4750810635032,-53.6069600461599
"32145","GC160",4060079.346,468509.2813,"19F 468509,28125  4060079,34570312","WGS84",-69.4759428913806,-53.6071585148828
"32146","GC161",4060010.742,468273.0625,"19F 468273,0625  4060010,7421875","WGS84",-69.4795198918672,-53.6077608903417
"32147","GC162",4059938.721,468248.7188,"19F 468248,71875  4059938,72070312","WGS84",-69.4798951465972,-53.608406754279
"32148","GC163",4059870.361,468204.5938,"19F 468204,59375  4059870,36132812","WGS84",-69.4805690107216,-53.6090185110592
"32149","GC164",4059696.045,468064.125,"19F 468064,125  4059696,04492187","WGS84",-69.4827099001461,-53.6105767521372
"32150","GC165",4059679.688,468039.625,"19F 468039,625  4059679,6875","WGS84",-69.4830818805638,-53.6107222777858
"32151","GC166",4071195.313,487802.25,"19F 487802,25  4071195,3125","WGS84",-69.1839228787553,-53.5080465958503
"32152","GC167",4070963.135,487712.9063,"19F 487712,90625  4070963,13476562","WGS84",-69.185279134908,-53.510131473472
"32153","GC168",4070530.273,487532.5625,"19F 487532,5625  4070530,2734375","WGS84",-69.1880157736071,-53.5140180537104
"32154","GC169",4069968.506,487423.9063,"19F 487423,90625  4069968,50585937","WGS84",-69.1896769081208,-53.5190649631125
"32155","GC170",4069818.359,487388.625,"19F 487388,625  4069818,359375","WGS84",-69.190215074427,-53.5204137279551
"32156","GC171",4069612.061,487472,"19F 487472  4069612,06054687","WGS84",-69.1889658035569,-53.5222700501182
"32157","GC172",4071172.852,486409.25,"19F 486409,25  4071172,8515625","WGS84",-69.2049279609582,-53.5082143303766
"32158","GC173",4071172.363,486382.375,"19F 486382,375  4071172,36328125","WGS84",-69.2053332137123,-53.5082180304982
"32159","GC174",4071174.561,486353.0625,"19F 486353,0625  4071174,56054687","WGS84",-69.2057751031121,-53.5081975136194
"32160","GC175",4071229.98,486279.8125,"19F 486279,8125  4071229,98046875","WGS84",-69.2068771683915,-53.5076974681716
"32161","GC176",4071270.752,486228.0313,"19F 486228,03125  4071270,75195312","WGS84",-69.2076561442347,-53.5073296313001
"32162","GC177",4071305.42,486205.0625,"19F 486205,0625  4071305,41992187","WGS84",-69.2080009437098,-53.5070174124045
"32163","GC178",4071333.008,486188.9375,"19F 486188,9375  4071333,0078125","WGS84",-69.208242860293,-53.5067690115945
"32164","GC179",4071353.027,486083.4063,"19F 486083,40625  4071353,02734375","WGS84",-69.2098331567617,-53.5065862865412
"32165","GC180",4071407.715,486070.4688,"19F 486070,46875  4071407,71484375","WGS84",-69.2100257958488,-53.5060943753495
"32166","GC181",4071545.166,485975.4688,"19F 485975,46875  4071545,16601562","WGS84",-69.2114520214327,-53.5048563580034
"32167","GC182",4071567.139,485972.875,"19F 485972,875  4071567,13867187","WGS84",-69.2114901455629,-53.5046587822464
"32168","GC183",4071662.109,485893.875,"19F 485893,875  4071662,109375","WGS84",-69.2126769647539,-53.5038030215104
"32169","GC184",4071774.658,485604.75,"19F 485604,75  4071774,65820312","WGS84",-69.2170308790826,-53.5027835289183
"32170","GC185",4072079.102,485629.2813,"19F 485629,28125  4072079,1015625","WGS84",-69.2166470826825,-53.5000476728413
"32171","GC186",4072165.771,485605.5938,"19F 485605,59375  4072165,77148437","WGS84",-69.217000205068,-53.4992679914874
"32172","GC187",4072228.027,485598.5938,"19F 485598,59375  4072228,02734375","WGS84",-69.2171028727818,-53.4987082050585
"32173","GC188",4072351.318,485631.1875,"19F 485631,1875  4072351,31835937","WGS84",-69.2166058746687,-53.4976008816686
"32174","GC189",4072401.611,485647.8125,"19F 485647,8125  4072401,61132812","WGS84",-69.2163529581258,-53.4971492712825
"32175","GC190",4072421.631,485654.8438,"19F 485654,84375  4072421,63085937","WGS84",-69.2162460496006,-53.4969695110584
"32176","GC191",4072497.314,485684.75,"19F 485684,75  4072497,31445312","WGS84",-69.215791778201,-53.4962900405444
"32177","GC192",4072556.152,485713.9375,"19F 485713,9375  4072556,15234375","WGS84",-69.2153491221016,-53.4957619619104
"32178","GC193",4072652.344,485714.4375,"19F 485714,4375  4072652,34375","WGS84",-69.2153372046903,-53.4948973426084
"32179","GC194",4072728.271,485725.0313,"19F 485725,03125  4072728,27148437","WGS84",-69.2151740626077,-53.4942151514832
"32180","GC195",4072774.17,485721.0625,"19F 485721,0625  4072774,16992187","WGS84",-69.2152317969063,-53.4938024752333
"32181","GC196",4072852.295,485716.0313,"19F 485716,03125  4072852,29492187","WGS84",-69.2153040765954,-53.493100102867
"32182","GC197",4072951.172,485738.3125,"19F 485738,3125  4072951,171875","WGS84",-69.2149637373727,-53.4922119395889
"32183","GC198",4073021.973,485844.625,"19F 485844,625  4073021,97265625","WGS84",-69.2133581271425,-53.4915784072032
"32184","GC199",4073166.26,486346.6563,"19F 486346,65625  4073166,25976562","WGS84",-69.2057849928918,-53.4902947321488
"32185","GC200",4073232.91,486345.8125,"19F 486345,8125  4073232,91015625","WGS84",-69.2057948105995,-53.4896956181402
"32186","GC201",4073354.492,486287,"19F 486287  4073354,4921875","WGS84",-69.2066759087505,-53.4886012331341
"32187","GC202",4073419.922,486208.5625,"19F 486208,5625  4073419,921875","WGS84",-69.2078551981621,-53.4880110571164
"32188","GC203",4073518.066,486146.7813,"19F 486146,78125  4073518,06640625","WGS84",-69.2087819837135,-53.4871272541025
"32189","GC204",4073791.504,486149.5625,"19F 486149,5625  4073791,50390625","WGS84",-69.2087280026861,-53.4846694933774
"32190","GC205",4071828.369,488267.8438,"19F 488267,84375  4071828,36914062","WGS84",-69.1768788046237,-53.5023668896454
"32191","GC206",4072415.283,488343.7813,"19F 488343,78125  4072415,28320312","WGS84",-69.1757121319951,-53.4970930254039
"32192","GC207",4072525.635,488335.5,"19F 488335,5  4072525,63476562","WGS84",-69.175832864579,-53.496100928042
"32193","GC208",4072873.779,488293.0938,"19F 488293,09375  4072873,77929687","WGS84",-69.1764591087174,-53.4929706458915
"32194","GC209",4073625.977,488512.7188,"19F 488512,71875  4073625,9765625","WGS84",-69.1731211659931,-53.4862142451483
"32195","GC210",4062323.975,481493.2188,"19F 481493,21875  4062323,97460937","WGS84",-69.2795771239134,-53.5876023542517
"32196","GC211",4063939.941,481518.5938,"19F 481518,59375  4063939,94140625","WGS84",-69.2790981060342,-53.5730782302623
"32197","GC212",4070870.605,484809.25,"19F 484809,25  4070870,60546875","WGS84",-69.2290679896831,-53.5108873151731
"32198","GC213",4070853.027,484798.625,"19F 484798,625  4070853,02734375","WGS84",-69.2292290599064,-53.5110450094047
"32199","GC214",4070840.088,484782.6875,"19F 484782,6875  4070840,08789062","WGS84",-69.229470015491,-53.5111608516475
"32200","GC215",4070784.668,484757.4063,"19F 484757,40625  4070784,66796875","WGS84",-69.2298539363081,-53.5116582665543
"32201","GC216",4070418.213,484512.3125,"19F 484512,3125  4070418,21289062","WGS84",-69.2335679585524,-53.5149450127922
"32202","GC217",4064408.691,481937.4375,"19F 481937,4375  4064408,69140625","WGS84",-69.2727458787873,-53.5688794770951
"32203","GC218",4070149.17,484219.125,"19F 484219,125  4070149,16992187","WGS84",-69.2380029937316,-53.5173546052209
"32204","GC219",4064620.361,482180.8125,"19F 482180,8125  4064620,36132812","WGS84",-69.269058869234,-53.5669852097248
"32205","GC220",4070093.506,484195.3125,"19F 484195,3125  4070093,50585937","WGS84",-69.2383649323207,-53.5178542294082
"32206","GC221",4064750,482407.0938,"19F 482407,09375  4064750","WGS84",-69.2656348987418,-53.5658275885876
"32207","GC222",4070051.758,484165.75,"19F 484165,75  4070051,7578125","WGS84",-69.2388128972561,-53.5182285943842
"32208","GC223",4070017.822,484153.3125,"19F 484153,3125  4070017,82226562","WGS84",-69.2390021950642,-53.5185332555373
"32209","GC224",4069981.445,484135.2813,"19F 484135,28125  4069981,4453125","WGS84",-69.2392759840628,-53.5188596886573
"32210","GC225",4069954.102,484131.7188,"19F 484131,71875  4069954,1015625","WGS84",-69.2393310992117,-53.5191053554406
"32211","GC226",4069308.35,484520.6563,"19F 484520,65625  4069308,34960937","WGS84",-69.233496973683,-53.5249213363629
"32212","GC227",4069285.4,484517.6875,"19F 484517,6875  4069285,40039062","WGS84",-69.2335428905892,-53.5251275363388
"32213","GC228",4069257.324,484534.6875,"19F 484534,6875  4069257,32421875","WGS84",-69.2332878430924,-53.5253803996923
"32214","GC229",4069235.107,484544.1563,"19F 484544,15625  4069235,10742187","WGS84",-69.2331461080498,-53.525580377078
"32215","GC230",4069200.684,484532.3438,"19F 484532,34375  4069200,68359375","WGS84",-69.2333259943245,-53.5258894426588
"32216","GC231",4069168.457,484472,"19F 484472  4069168,45703125","WGS84",-69.234237856311,-53.5261773372363
"32217","GC232",4069106.934,484372.8125,"19F 484372,8125  4069106,93359375","WGS84",-69.2357371434625,-53.5267273998247
"32218","GC233",4069045.166,484391.6563,"19F 484391,65625  4069045,16601562","WGS84",-69.2354559652654,-53.5272831649429
"32219","GC234",4076919.189,491040.75,"19F 491040,75  4076919,18945312","WGS84",-69.1349282248216,-53.4566616946478
"32220","GC235",4068998.047,484398.5,"19F 484398,5  4068998,046875","WGS84",-69.2353550751182,-53.5277068998693
"32221","GC236",4068944.824,484430.3125,"19F 484430,3125  4068944,82421875","WGS84",-69.2348778215727,-53.5281862412593
"32222","GC237",4068804.199,484405.3125,"19F 484405,3125  4068804,19921875","WGS84",-69.2352619624189,-53.5294495150544
"32223","GC238",4068779.541,484430.5313,"19F 484430,53125  4068779,54101562","WGS84",-69.2348827406179,-53.5296719026463
"32224","GC239",4068730.225,484481.7188,"19F 484481,71875  4068730,22460937","WGS84",-69.2341129720059,-53.530116696359
"32225","GC240",4068709.717,484547.0625,"19F 484547,0625  4068709,71679687","WGS84",-69.2331282006548,-53.5303029594621
"32226","GC241",4068631.348,484533.625,"19F 484533,625  4068631,34765625","WGS84",-69.233334793431,-53.5310069878121
"32227","GC242",4068526.611,484446.9375,"19F 484446,9375  4068526,61132812","WGS84",-69.2346478038402,-53.5319458624178
"32228","GC243",4068428.955,484453.9375,"19F 484453,9375  4068428,95507812","WGS84",-69.2345470466407,-53.5328238551781
"32229","GC244",4068060.303,484239.1563,"19F 484239,15625  4068060,30273437","WGS84",-69.2378060349964,-53.5361310996754
"32230","GC245",4068009.277,484230.7813,"19F 484230,78125  4068009,27734375","WGS84",-69.2379349705067,-53.5365894975281
"32231","GC246",4073985.84,491326.1563,"19F 491326,15625  4073985,83984375","WGS84",-69.1307109401382,-53.4830334475562
"32232","GC247",4073767.822,491280.5625,"19F 491280,5625  4073767,82226562","WGS84",-69.1314040720503,-53.4849923865263
"32233","GC248",4071818.848,490468.375,"19F 490468,375  4071818,84765625","WGS84",-69.143703109831,-53.5024969541374
"32234","GC249",4072609.863,490803.875,"19F 490803,875  4072609,86328125","WGS84",-69.1386217824947,-53.4953927728062
"32235","GC250",4072867.188,491438.8125,"19F 491438,8125  4072867,1875","WGS84",-69.1290437819538,-53.4930904824311
"32236","GC251",4072921.875,491508.9688,"19F 491508,96875  4072921,875","WGS84",-69.127984830737,-53.4926000565049
"32237","GC252",4071676.27,491382.4375,"19F 491382,4375  4071676,26953125","WGS84",-69.1299262477023,-53.5037943082965
"32238","GC253",4071159.668,491213.2813,"19F 491213,28125  4071159,66796875","WGS84",-69.1324910729637,-53.5084350579193
"32239","GC254",4071123.779,491330.5938,"19F 491330,59375  4071123,77929687","WGS84",-69.1307231669865,-53.5087595982943
"32240","GC255",4073079.102,486560,"19F 486560  4073079,1015625","WGS84",-69.2025732038859,-53.4910836558048
"32241","GC256",4073062.012,486620,"19F 486620  4073062,01171875","WGS84",-69.2016695941265,-53.4912388006804
"32242","GC257",4073023.926,486677,"19F 486677  4073023,92578125","WGS84",-69.2008120865094,-53.4915825880329
"32243","GC258",4073001.953,486690,"19F 486690  4073001,953125","WGS84",-69.2006170762685,-53.4917804242043
"32244","GC259",4072955.078,486772,"19F 486772  4072955,078125","WGS84",-69.1993831027585,-53.4922038341904
"32245","GC260",4072895.02,486818,"19F 486818  4072895,01953125","WGS84",-69.1986922814221,-53.4927448277836
"32246","GC261",4072887.939,486831,"19F 486831  4072887,93945312","WGS84",-69.1984966309273,-53.4928088018156
"32247","GC262",4072872.07,486846,"19F 486846  4072872,0703125","WGS84",-69.1982712023905,-53.4929518176025
"32248","GC263",4072846.924,486831,"19F 486831  4072846,92382812","WGS84",-69.1984983524614,-53.4931774704075
"32249","GC264",4072774.902,486877,"19F 486877  4072774,90234375","WGS84",-69.1978080044981,-53.4938259987633
"32250","GC265",4072728.027,487014,"19F 487014  4072728,02734375","WGS84",-69.1957449046134,-53.4942507401589
"32251","GC266",4072558.105,487013,"19F 487013  4072558,10546875","WGS84",-69.1957670125176,-53.4957780809127
"32252","GC267",4052811,468848.7188,"19F 468848,71875 4052811","WGS84",-69.4715409560622,-53.6725078346662
"32253","GC268",4056944.5,460902.5313,"19F 460902,53125 4056944,5","WGS84",-69.5912970035855,-53.6348221458587
"32254","GC269",4056922,460911.8438,"19F 460911,84375 4056922","WGS84",-69.5911589998263,-53.6350250711279
"32255","GC270",4056864,460932.9688,"19F 460932,96875 4056864","WGS84",-69.5908468134803,-53.6355479516335
"32256","GC271",4056734.5,460932.4375,"19F 460932,4375 4056734,5","WGS84",-69.590871112629,-53.6367118563683
"32257","GC272",4056708.5,460933.8438,"19F 460933,84375 4056708,5","WGS84",-69.5908531099472,-53.6369456489874
"32258","GC273",4056668,460927.25,"19F 460927,25 4056668","WGS84",-69.5909579190342,-53.6373091702052
"32259","GC274",4056647,460955.7188,"19F 460955,71875 4056647","WGS84",-69.5905300023659,-53.6375000424781
"32260","GC275",4056630.25,460957.1875,"19F 460957,1875 4056630,25","WGS84",-69.5905098926613,-53.6376507008076
"32261","GC276",4056607.75,460957.8438,"19F 460957,84375 4056607,75","WGS84",-69.5905027911937,-53.6378529794447
"32262","GC277",4056564,460970.2188,"19F 460970,21875 4056564","WGS84",-69.5903211233652,-53.6382471268164
"32263","GC278",4056487,461059.5938,"19F 461059,59375 4056487","WGS84",-69.5889790556041,-53.6389458593538
"32264","GC279",4056438.75,461125.25,"19F 461125,25 4056438,75","WGS84",-69.5879920850517,-53.6393844108887
"32265","GC280",4056355.5,461180.5625,"19F 461180,5625 4056355,5","WGS84",-69.5871659069501,-53.6401367667096
"32266","GC281",4056316.25,461216.9688,"19F 461216,96875 4056316,25","WGS84",-69.5866201677117,-53.6404922445446
"32267","GC282",4056278.5,461230.5,"19F 461230,5 4056278,5","WGS84",-69.5864202169862,-53.6408325437098
"32268","GC283",4055730.25,462885.5,"19F 462885,5 4055730,25","WGS84",-69.5614537895692,-53.6458802214085
"32269","GC284",4055477.5,462829.5625,"19F 462829,5625 4055477,5","WGS84",-69.5623301675799,-53.6481479715651
"32270","GC285",4055296.5,459990.4063,"19F 459990,40625 4055296,5","WGS84",-69.6053028846381,-53.6495653694501
"32271","GC286",4055223.75,459991.4063,"19F 459991,40625 4055223,75","WGS84",-69.6052971213315,-53.6502193187912
"32272","GC287",4055025,459971,"19F 459971 4055025","WGS84",-69.6056314318324,-53.6520041109675
"32273","GC288",4054873,460088,"19F 460088 4054873","WGS84",-69.6038808737372,-53.6533792181273
"32274","GC289",4060793.25,463747.6875,"19F 463747,6875 4060793,25","WGS84",-69.5478220186442,-53.6004340530303
"32275","GC290",4060874.75,463668.25,"19F 463668,25 4060874,75","WGS84",-69.5490128689726,-53.5996960212894
"32276","GC291",4060904.75,463668.6563,"19F 463668,65625 4060904,75","WGS84",-69.5490032334325,-53.5994264062091
"32277","GC292",4060938.75,463660.4063,"19F 463660,40625 4060938,75","WGS84",-69.5491239297578,-53.5991202385526
"32278","GC293",4061039.75,463463.1875,"19F 463463,1875 4061039,75","WGS84",-69.5520920949764,-53.5981987283574
"32279","GC294",4061121.75,463362.0313,"19F 463362,03125 4061121,75","WGS84",-69.5536109086429,-53.5974546424169
"32280","GC295",4061372.5,462975.7813,"19F 462975,78125 4061372,5","WGS84",-69.5594171861157,-53.5951737351682
"32281","GC296",4058176.5,460252.9688,"19F 460252,96875 4058176,5","WGS84",-69.6009628231715,-53.6237000304652
"32282","GC297",4057933.25,460508.3125,"19F 460508,3125 4057933,25","WGS84",-69.5971331977084,-53.6259056799227
"32283","GC298",4057800.25,460994.75,"19F 460994,75 4057800,25","WGS84",-69.5897951287905,-53.6271375476283
"32284","GC299",4058098,463602.5,"19F 463602,5 4058098","WGS84",-69.5503308121011,-53.6246491308439
"32285","GC300",4057777,460990.375,"19F 460990,375 4057777","WGS84",-69.589864193092,-53.6273461927401
"32286","GC301",4060416.25,465188.3438,"19F 465188,34375 4060416,25","WGS84",-69.5260948658917,-53.6039202562865
"32287","GC302",4060192.25,468528.3125,"19F 468528,3125 4060192,25","WGS84",-69.4756438666895,-53.6061448545763
"32288","GC303",4060101.75,468566.1563,"19F 468566,15625 4060101,75","WGS84",-69.4750810692531,-53.6069605584873
"32289","GC304",4060010.75,468273.0625,"19F 468273,0625 4060010,75","WGS84",-69.4795198910527,-53.6077608184361
