,Unnamed: 0,decimalLongitude,decimalLatitude,verbatimSRS,geodeticDatum,continent,country,countryCode,stateProvince,county,municipality,verbatimCoordinates,verbatimCoordinateSystem,dynamicProperties,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
120,121,-69.8752537,-19.0076312,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0076311906979 -69.8752537068558,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:34.226Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
121,122,-69.5535699,-19.375349,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3753489653542 -69.5535699013775,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:35.464Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
122,123,-69.5478269,-19.3721944,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3721943602145 -69.547826868607,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:36.608Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
123,124,-69.5113185,-19.3477379,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3477378902213 -69.5113185018996,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:37.750Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
124,125,-69.496782,-19.3420486,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Camiña,-19.3420485975205 -69.4967819742485,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:38.914Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
125,126,-69.9066216,-18.5833745,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5833745263944 -69.9066216254303,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:40.153Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
126,127,-70.1149216,-18.5575513,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5575512950761 -70.1149216019387,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:41.528Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
127,128,-70.2530063,-18.508006,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5080059846666 -70.2530063151972,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:42.944Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
128,129,-70.1163397,-18.5541541,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5541541359305 -70.1163397126729,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:44.351Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
129,130,-70.1671971,-18.5341919,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5341918718108 -70.167197109869,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:45.614Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
130,131,-70.1812562,-18.5163114,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.516311428975 -70.1812562023907,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:46.813Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
131,132,-69.9908328,-18.5850473,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5850473203459 -69.9908328025838,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:48.014Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
132,133,-69.9842762,-18.5770297,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5770296843909 -69.9842761971482,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:49.272Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
133,134,-70.2879211,-18.490494,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4904940183891 -70.2879211450572,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:50.619Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
134,135,-70.2358224,-18.5077395,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5077394985933 -70.235822364649,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:52.050Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
135,136,-70.2367603,-18.5051309,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5051308655489 -70.2367602908098,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:53.504Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
136,137,-70.0304323,-18.5859646,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5859646278115 -70.0304322553026,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:54.933Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
137,138,-70.2688312,-18.489656,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4896560324124 -70.2688312267726,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:56.209Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
138,139,-70.2640894,-18.4913595,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4913594884258 -70.2640893632373,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:57.457Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
139,140,-70.2204097,-18.5048033,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5048032936999 -70.2204096540619,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:58.715Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
140,141,-70.032222,-18.5810116,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5810116447582 -70.0322219710175,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:50:59.996Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
141,142,-69.9676397,-18.5794383,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5794383105921 -69.967639745109,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:01.487Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
142,143,-70.0353864,-18.57775,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5777500432078 -70.0353863767617,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:02.982Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
143,144,-69.8276297,-18.5890066,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5890066238005 -69.8276296976992,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:04.469Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
144,145,-69.8330676,-18.588576,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5885759870792 -69.8330676158499,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:05.801Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
145,146,-69.913687,-18.5843255,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5843254668316 -69.9136869839528,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:07.091Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
146,147,-69.9193442,-18.5859969,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5859969472041 -69.9193442039974,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:08.377Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
147,148,-70.1236502,-18.5491857,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5491857469425 -70.1236501684422,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:09.717Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
148,149,-70.1630339,-18.5363502,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5363501919302 -70.1630338677934,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:11.208Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
149,150,-70.206941,-18.5088929,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5088928875506 -70.2069409803931,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:12.754Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
150,151,-69.8151516,-18.589775,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5897749550622 -69.8151516309933,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:14.312Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
151,152,-69.8019571,-18.5832975,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5832975388717 -69.8019571381795,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:15.790Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
152,153,-70.0689739,-18.5752944,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5752943815362 -70.0689739075358,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:17.117Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
153,154,-70.2162363,-18.5174,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5173999689221 -70.2162363393955,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:18.458Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
154,155,-70.2569445,-18.5064256,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5064255938241 -70.2569445498873,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:19.795Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
155,156,-70.0845154,-18.5739134,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5739133834855 -70.0845154049093,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:21.344Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
156,157,-70.0497332,-18.5823518,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5823518216568 -70.0497332227488,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:22.933Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
157,158,-70.1820557,-18.5251442,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5251442301803 -70.1820557458041,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:24.551Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
158,159,-70.1965733,-18.5203991,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5203990539562 -70.196573275234,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:26.012Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
159,160,-70.2455404,-18.5037901,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.503790089085 -70.2455403838296,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:27.383Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
160,161,-70.2542381,-18.5002626,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.500262642932 -70.2542380925127,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:28.752Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
161,162,-70.2997453,-18.4596897,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4596897161388 -70.2997453407294,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:30.137Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
162,163,-70.3157653,-18.4743716,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4743716033997 -70.3157652997087,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:31.796Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
163,164,-70.2599881,-18.4952002,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4952001979438 -70.2599881171026,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:33.513Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
164,165,-70.2648174,-18.4937673,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.4937673458745 -70.2648173562256,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:35.168Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
165,166,-70.0082447,-18.5855605,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5855604702783 -70.0082446921154,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:36.602Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
166,167,-70.0161697,-18.5859607,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5859607246479 -70.0161696641318,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:38.018Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
167,168,-70.0387564,-18.5865425,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5865424845943 -70.0387563548474,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:39.439Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
168,169,-70.0736323,-18.5761987,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.576198710911 -70.0736323255048,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:41.027Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
169,170,-70.0365796,-18.5760445,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.576044549108 -70.036579558586,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:42.713Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
170,171,-70.0181028,-18.5779526,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5779525969294 -70.0181027590189,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:44.397Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
171,172,-69.943409,-18.5830404,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.583040390899 -69.9434089873717,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:46.069Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
172,173,-70.1554764,-18.5325018,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5325017664326 -70.155476404907,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:47.526Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
173,174,-69.9740281,-18.5746429,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5746428939205 -69.9740281322202,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:48.989Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
174,175,-70.0200659,-18.5861746,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Arica,-18.5861746401609 -70.0200659026076,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:50.480Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
175,176,-70.1477776,-18.8175163,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8175162669182 -70.1477776479771,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:52.194Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
176,177,-70.1546746,-18.8102988,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.810298791393 -70.1546746021997,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:53.943Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
177,178,-70.1097575,-18.8398045,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8398044665966 -70.1097574852086,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:55.731Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
178,179,-69.7403126,-18.8285527,unknown,datum not recorded,,Chile,CL,Arica y Parinacota,Arica,Camarones,-18.8285527183813 -69.7403125569582,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:57.220Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
179,180,-69.8454232,-19.0004953,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.0004952598155 -69.8454232080643,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:51:58.737Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
180,181,-70.1685625,-19.1461969,unknown,datum not recorded,,Chile,CL,Tarapacá,Tamarugal,Huara,-19.1461968616206 -70.1685625088896,decimal degrees,"{'textFieldMeasurementError': 30, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 10}",2718,0.0000001,2022-11-29T07:52:00.251Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
