"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLongitude","verbatimLatitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"163",5726,"Animalia","Aves","Tyrannidae","Muscisaxicola maclovianus","","Dormilona tontita","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"164",5737,"Animalia","Aves","Tyrannidae","Muscisaxicola maclovianus","","Dormilona tontita","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"165",5774,"Animalia","Aves","Tyrannidae","Muscisaxicola rufivertex","","Dormilona de nuca rojiza","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"166",5784,"Animalia","Aves","Tyrannidae","Myiophobus fasciatus","","Cazamoscas pico chato","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"167",5852,"Animalia","Aves","Tyrannidae","Pyrocephalus rubinus","","Saca tu real","Nativa","LC","Publicación","Aves de Chile (UNORCH)","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"168",5948,"Animalia","Aves","Tytonidae","Tyto alba","","Lechuza","Nativa","LC","Publicación","Aves de Chile (UNORCH)","R. Peredo","2007",2,NA,"Arica","Desembocadura Río Lluta","Arica","Arica y Parinacota","Arica","Publicado","70° 19' 19.68""O","18° 25' 0.02""S",11,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"169",5961,"Animalia","Branchiopoda","Artemiidae","Artemia salina","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"170",5965,"Animalia","Branchiopoda","Chydoridae","Alona pulchella","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"171",5976,"Animalia","Branchiopoda","Macrothricidae","Macrothrix odontocephala","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"172",5981,"Animalia","Clitellata","Glossiphoniidae","Helobdella titicacensis","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"173",5982,"Animalia","Clitellata","Randiellidae","Rhyacodrilus sodalis","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"174",5983,"Animalia","Clitellata","Tubificidae","Nais andina","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"175",5984,"Animalia","Clitellata","","","","","","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"176",5987,"Animalia","Gastropoda","Bulimulidae","Bostryx sp.","","Caracol","","Sin clasificación","Publicación","","","2010",NA,NA,"Poconchile","Tilandsias","Arica","Arica y Parinacota","Arica","Publicado","70°5'1"" O","18°28'14"" S",1000,"","WGS84","19 k","","",""
"177",5991,"Animalia","Gastropoda","Physidae","Haitia venustula","","Caracol","Exótica","DD","Publicación","CMAB","LETELIER S, A RAMOS & L HUAQUÍN ","2007",NA,NA,"Valle de Lluta","Río","Arica","Arica y Parinacota","Arica","Publicado","70°07´ O","18°24´ S",700,"","WGS84","19 K","Syn: Physella venustula. Coordenada latitud extremos especificados en el paper","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"178",6113,"Animalia","Insecta","Chironomidae","Coelotanypus mendax","","","","Sin clasificación","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"179",6114,"Animalia","Insecta","Chironomidae","Orthocladius fuscimanus","","","","Sin clasificación","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"180",6115,"Animalia","Insecta","Chironomidae","Rheotanytarsus distinctissimus","","","","Sin clasificación","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"181",6117,"Animalia","Insecta","Chironomidae","","","","Nativa","Sin clasificación","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"182",6250,"Animalia","Insecta","Cosmopterigidae","Ithome tiaynai","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"183",6251,"Animalia","Insecta","Cosmopterigidae","Ithome tiaynai","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"184",6373,"Animalia","Insecta","Geometridae","Chileoptilia yaroella","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"185",6374,"Animalia","Insecta","Geometridae","Chileoptilia yaroella","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"186",6376,"Animalia","Insecta","Geometridae","Cyclophora nanaria","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"187",6377,"Animalia","Insecta","Geometridae","Cyclophora nanaria","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"188",6381,"Animalia","Insecta","Geometridae","Eupithecia yubitzae","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"189",6382,"Animalia","Insecta","Geometridae","Eupithecia yubitzae","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"190",6462,"Animalia","Insecta","Lycaenidae","Hemiargus ramon","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"191",6463,"Animalia","Insecta","Lycaenidae","Hemiargus ramon","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"192",6469,"Animalia","Insecta","Lycaenidae","Leptotes trigemmatus","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"193",6470,"Animalia","Insecta","Lycaenidae","Leptotes trigemmatus","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"194",6473,"Animalia","Insecta","Lycaenidae","Ministrymon azia ","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"195",6474,"Animalia","Insecta","Lycaenidae","Ministrymon azia ","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"196",6557,"Animalia","Insecta","Pieridae","Teriocolias zelia ","andina","","","Sin clasificación","Publicación","","","2012",NA,NA,"Socoroma","","Parinacota","Arica y Parinacota","Putre","Publicado","69°35′ O","18°16′ S",3286,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"197",6867,"Animalia","Insecta","Tortricidae","Cydia largo","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Chaca","","Arica","Arica y Parinacota","Arica","Publicado","70° 07' O","18°48' S",660,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"198",6868,"Animalia","Insecta","Tortricidae","Cydia largo","","","","Sin clasificación","Publicación","","","2009",NA,NA,"Valle de Azapa","","Arica","Arica y Parinacota","Arica","Publicado","70° 00' O","18° 34' S",880,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","",""
"199",6892,"Animalia","Malacostraca","Hyalellidae","Hyalella kochi","","","","Sin clasificación","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 47' S",4200,"","WGS84","19k","","",""
"200",6898,"Animalia","Malacostraca","Talitridae","","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"201",6910,"Animalia","Mammalia","Camelidae","Lama glama","","Llama","Nativa","Sin clasificación","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"202",7019,"Animalia","Mammalia","Camelidae","Vicugna pacos","","Alpaca","Nativa","Sin clasificación","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"203",7021,"Animalia","Mammalia","Camelidae","Vicugna vicugna","","Vicuña","Nativa","EN","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"204",7115,"Animalia","Mammalia","Camelidae","Vicugna vicugna","","Vicuña","Nativa","EN","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"205",7137,"Animalia","Mammalia","Canidae","Lycalopex culpaeus","","Zorro colorado o Zorro culpeo","Nativa","LC","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:RCE (DS 33/2012 MMA),iucnStatusRemarks:"
"206",7153,"Animalia","Mammalia","Canidae","Lycalopex culpaeus","","Zorro colorado o Zorro culpeo","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:RCE (DS 33/2012 MMA),iucnStatusRemarks:"
"207",7168,"Animalia","Mammalia","Canidae","Lycalopex culpaeus","","Zorro colorado o Zorro culpeo","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:RCE (DS 33/2012 MMA),iucnStatusRemarks:"
"208",7175,"Animalia","Mammalia","Caviidae","Cavia tschudii","","Cuy peruano","Nativa","R","Publicación","","","2009",NA,NA,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°10'30"" O","18°31'14"" S",280,"","WGS84","19 K","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"209",7178,"Animalia","Mammalia","Caviidae","Cavia tschudii","","Cuy peruano","Nativa","R","Publicación","","","2009",NA,NA,"Valle de Lluta","","Arica","Arica y Parinacota","Arica","Publicado","70°06'W","18°25'S",450,"","WGS84","19 K","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"210",7179,"Animalia","Mammalia","Caviidae","Cavia tschudii","","Cuy peruano","Nativa","R","Publicación","","","2009",NA,NA,"Camarones","","Arica","Arica y Parinacota","Camarones","Publicado","69°50'W","19°00'S",1200,"","WGS84","19 K","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"211",7182,"Animalia","Mammalia","Caviidae","Microcavia niata","","Cuy del altiplano","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"212",7183,"Animalia","Mammalia","Cervidae","Hippocamelus antisensis","","Taruca","Nativa","EN","Publicación","","","2004",2,17,"Sora","","Arica","Arica y Parinacota","Arica","Publicado","18°20' 319” S","69° 54' 168”",1500,"","WGS84","19k","Coordenadas mencionadas por la fuente para el registro","","iucnStatus:RCE (DS 151/2007 MINSEGPRES),iucnStatusRemarks:"
"213",7209,"Animalia","Mammalia","Chinchillidae","Lagidium peruanum","","Vizcacha de Perú","Nativa","LC","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"214",7252,"Animalia","Mammalia","Chinchillidae","Lagidium peruanum","","Vizcacha de Perú","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"215",7271,"Animalia","Mammalia","Cricetidae","Abrothrix andinus","","Ratoncito andino","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"216",7317,"Animalia","Mammalia","Cricetidae","Akodon albiventer","","Ratón de vientre blanco","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"217",7323,"Animalia","Mammalia","Cricetidae","Auliscomys boliviensis","","Ratón orejudo boliviano","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"218",7403,"Animalia","Mammalia","Cricetidae","Phyllotis xanthopygus","","Ratón orejudo austral","Nativa","LC","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"219",7406,"Animalia","Mammalia","Ctenomyidae","Ctenomys fulvus","","Tuco-tuco de Atacama","Nativa","VU","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"220",7458,"Animalia","Mammalia","Felidae","Puma concolor","","Puma","Nativa","NT","Publicación","","","2010",2,NA,"Quebrada de Allane","","Parinacota","Arica y Parinacota","Putre","Publicado","69°37'O","18° 3'S",3775,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base Fauna. Sector: Faena Sectores: Camino nuevo de acceso – Trazado acueducto. Prospección fauna de vertebrados terrestres. Proyecto Los Pumas","iucnStatus:RCE (DS 42/2011 MMA),iucnStatusRemarks:"
"221",7474,"Animalia","Mammalia","Leporidae","Lepus capensis","","Liebre europea","Exótica","LC","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"222",7495,"Animalia","Mammalia","Molossidae","Mormopterus kalinowskii","","Murciélago cola de ratón","Nativa","LC","Publicación","","","2009",NA,NA,"Camarones","","Arica","Arica y Parinacota","Camarones","Publicado","70°20'W","18°29'S",699,"","WGS84","19 K","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"223",7496,"Animalia","Mammalia","Molossidae","Mormopterus kalinowskii","","Murciélago cola de ratón","Nativa","LC","Publicación","","","2009",NA,NA,"Camarones","","Arica","Arica y Parinacota","Camarones","Publicado","69°50'W","19°00'S",1200,"","WGS84","19 K","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"224",7500,"Animalia","Mammalia","Molossidae","Tadarida brasiliensis","","Murciélago común","Nativa","LC","Publicación","","","2009",NA,NA,"Valle de Lluta","","Arica","Arica y Parinacota","Arica","Publicado","70°06'W","18°25'S",450,"","WGS84","19 K","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"225",7502,"Animalia","Mammalia","Muridae","Mus musculus","","Laucha","Exótica","LC","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"226",7509,"Animalia","Mammalia","Muridae","Rattus norvegicus","","Guarén","Exótica","LC","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"227",7535,"Animalia","Mammalia","Phyllostomidae","Desmodus rotundus","","Vampiro o Piuchén","Nativa","R","Publicación","","","2009",NA,NA,"Camarones","","Arica","Arica y Parinacota","Camarones","Publicado","69°50'W","19°00'S",1200,"","WGS84","19 K","","","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
"228",7536,"Animalia","Mammalia","Phyllostomidae","Platalina genovensium","","Murciélago de nariz larga","Nativa","NT","Publicación","","","2009",NA,NA,"Valle de Azapa","Valle","Arica","Arica y Parinacota","Arica","Publicado","70°10'30"" O","18°31'14"" S",280,"","WGS84","19 K","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"229",7538,"Animalia","Mammalia","Vespertilionidae","Histiotus macrotus","","Murciélago orejudo grande","Nativa","LC","Publicación","","","2009",NA,NA,"Murmuntani","","Parinacota","Arica y Parinacota","Putre","Publicado","69°33' W","18°21' S",3700,"","WGS84","19 K","","","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"230",7542,"Animalia","Mammalia","Vespertilionidae","Myotis atacamensis","","Murciélago de Atacama","Nativa","NT","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:IUCN (Red List of Threatened Species 2013),iucnStatusRemarks:"
"231",7547,"Animalia","Maxillopoda","Centropagidae","Boeckella calcaris","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"232",7548,"Animalia","Maxillopoda","Centropagidae","Boeckella gibbosa","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"233",7549,"Animalia","Maxillopoda","Centropagidae","Boeckella poopoensis","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"234",7550,"Animalia","Maxillopoda","Centropagidae","Boeckella titicacae","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"235",7551,"Animalia","Maxillopoda","Cletodidae","Cletocamptus cecsurirensis","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"236",7552,"Animalia","Maxillopoda","Cyclopidae","Eucyclops serrulatus","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"237",7553,"Animalia","Maxillopoda","Orden Harpacticoida","","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"238",7554,"Animalia","Maxillopoda","Orden Harpacticoida","","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"239",7559,"Animalia","Ostracoda","Lymnocytheridae","Limnocythere atacamae","","","","","Publicación","","","2010",NA,NA,"Surire","","Parinacota","Arica y Parinacota","Putre","Publicado","69° 07' O","18° 51' S",4200,"","WGS84","19k","","",""
"240",7560,"Animalia","Ostracoda","","","","","Nativa","","Publicación","CEA","CEA- Quiborax","1996",NA,NA,"Surire","Salar","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19k","","",""
"241",7565,"Animalia","Reptilia","Colubridae","Pseudalsophis elegans","","Culebra elegante de cola larga","Nativa","R","Publicación","AvesChile","","2009",10,NA,"Valle de Chaca","Desierto interior-matorral ripario de las quebradas y oasis","Arica","Arica y Parinacota","Arica","Publicado","70° 10'O","18° 48'S",290,"","WGS84","19k","Coordenadas corresponden a punto de muestreo indicado por la fuente","Estudio de Línea Base, Zonificación y Guía de Manejo de un Predio Fiscal, Sitio Prioritario para la Conservación de la Biodiversidad en la Quebrada de Chaca, Región de Arica y Parinacota","iucnStatus:CAZA (DS 5/1998 MINAGRI),iucnStatusRemarks:"
