"","ID","kingdom","class","family","acceptedNameUsage","infraspecificEpithet","vernacularName","establishmentMeans","CATEGORÍA.DE.CONSERVACIÓN","basisOfRecord","institution","recordedBy","year","month","day","locality","locationRemarks","county","stateProvince","municipality","PRECISIÓN.DATO","verbatimLongitude","verbatimLatitude","verbatimElevation","verbatimCoordinateSystem","verbatimSRS","HUSO","occurrenceRemarks","datasetName","dynamicProperties"
"328",7916,"Plantae","Zygnematophyceae","Closteriaceae","Closterium tortum","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"329",7917,"Plantae","Zygnematophyceae","Zygnemataceae","Zygnema sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"330",7918,"Plantae","Zygnemophyceae","Desmidiaceae","Staurastrum gracile","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"331",7919,"Plantae","Zygnemophyceae","Desmidiaceae","Cosmarium sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"332",7924,"Protista","Bacillariophyceae","Achnanthaceae","Achnanthes sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"333",7925,"Protista","Bacillariophyceae","Bacillariaceae","Denticula sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"334",7926,"Protista","Bacillariophyceae","Catenulaceae","Amphora sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"335",7927,"Protista","Bacillariophyceae","Cocconeidaceae","Cocconeis placentula","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"336",7928,"Protista","Bacillariophyceae","Cocconeidaceae","Cocconeis placentula","","","","","Publicación","Universidad de Chile","MÜLHAUSER HA, N HREPIC, P MLADINIC, V MONTECINO & S CABRERA ","1886",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"337",7929,"Protista","Bacillariophyceae","Cymbellaceae","Cymbella sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"338",7930,"Protista","Bacillariophyceae","Diploneidaceae","Diploneis sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"339",7931,"Protista","Bacillariophyceae","Mastogloiaceae","Mastogloia sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"340",7932,"Protista","Bacillariophyceae","Naviculaceae","Navicula sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"341",7933,"Protista","Bacillariophyceae","Naviculaceae","Navicula sp.","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"342",7934,"Protista","Bacillariophyceae","Orden pennales","","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"343",7935,"Protista","Bacillariophyceae","Rhoicospheniaceae","Rhoicosphenia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"344",7936,"Protista","Bacillariophyceae","Rhopalodiaceae","Epithemia sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"345",7937,"Protista","Chrysophyceae","Cryptomonadaceae","Cryptomonas sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"346",7938,"Protista","Chrysophyceae","Stylococcaceae","Lagynion sp","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"347",7942,"Protista","Coscinodiscophyceae","Aulacoseiraceae","Aulacoseira granulata","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"348",7943,"Protista","Coscinodiscophyceae","Coscinodiscaceae","Coscinodiscus sp.","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"349",7944,"Protista","Coscinodiscophyceae","Fragilariaceae","Fragilaria crotonensis","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"350",7945,"Protista","Coscinodiscophyceae","Setephanodiscacea","Stephanodiscus astraea","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"351",7946,"Protista","Coscinodiscophyceae","Stephanodiscaceae","Cyclotella andina","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"352",7947,"Protista","Coscinodiscophyceae","Stephanodiscaceae","Cyclotella stelligera","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"353",7950,"Protista","Fragilariophyceae","Fragilariaceae","Fragilaria sp","","","","","Publicación","CEA","","1996",NA,NA,"Salar de Surire","Borde Noroeste","Parinacota","Arica y Parinacota","Putre","Publicado","69°09'O","18°50'S",4400,"","WGS84","19 K","","Planta de Lavado de Ulexita en el Salar de Surire I Región.",""
"354",7951,"Protista","Fragilariophyceae","Fragilariaceae","Synedra ulna","","","","","Publicación","Universidad de Chile","DORADOR C, R PARDO & I VILA","1998-1999",NA,NA,"Lago Chungará","Lago","Parinacota","Arica y Parinacota","Putre","Publicado","69°09' O","18°14' S",4600,"","WGS84","19 K","","",""
"355",7958,"Protista","Myxogastria","Arcyriaceae","Arcyria cinerea","","","","","Publicación","","","2007",NA,2,"Quebrada de Taipicahue","Matorral","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°10'38""S",4100,"","WGS84","19 k","","",""
"356",7959,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,2,"Quebrada de Taipicahue","Matorral","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°10'38""S",4100,"","WGS84","19 k","","",""
"357",7960,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,3,"Putre","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°32'47""O","18°11'46""S",3640,"","WGS84","19 k","","",""
"358",7961,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",3415,"","WGS84","19 k","","",""
"359",7962,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,5,"Zapahuira","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°20'35""S",3322,"","WGS84","19 k","","",""
"360",7963,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,6,"Copaquilla","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°38'32""O","18°23'33""S",3116,"","WGS84","19 k","","",""
"361",7964,"Protista","Myxogastria","Physaraceae","Badhamia melanospora","","","","","Publicación","","","2007",NA,7,"","Matorral xerofítico","Arica","Arica y Parinacota","Arica","Publicado","69°48'14"" O","18°27'59"" S",2200,"","WGS84","19 k","","",""
"362",7965,"Protista","Myxogastria","Stemonitidae","Comatricha laxa","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",3415,"","WGS84","19 k","","",""
"363",7966,"Protista","Myxogastria","Stemonitidae","Comatricha laxa","","","","","Publicación","","","2007",NA,5,"Zapahuira","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°20'35""S",3322,"","WGS84","19 k","","",""
"364",7967,"Protista","Myxogastria","Didymiaceae","Didymium anellus","","","","","Publicación","","","2007",NA,2,"Quebrada de Taipicahue","Matorral","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°10'38""S",4100,"","WGS84","19 k","","",""
"365",7968,"Protista","Myxogastria","Didymiaceae","Didymium melanospermum","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",3415,"","WGS84","19 k","","",""
"366",7969,"Protista","Myxogastria","Didymiaceae","Didymium melanospermum","","","","","Publicación","","","2007",NA,5,"Zapahuira","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°20'35""S",3322,"","","","","",""
"367",7970,"Protista","Myxogastria","Didymiaceae","Didymium squamulosum","","","","","Publicación","","","2007",NA,2,"Quebrada de Taipicahue","Matorral","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°10'38""S",4100,"","WGS84","19 k","","",""
"368",7971,"Protista","Myxogastria","Liceaceae","Licea biforis","","","","","Publicación","","","2007",NA,6,"Copaquilla","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°38'32""O","18°23'33""S",3116,"","WGS84","19 k","","",""
"369",7972,"Protista","Myxogastria","Trichiaceae","Perichaena depressa","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",4100,"","WGS84","19 k","","",""
"370",7973,"Protista","Myxogastria","Trichiaceae","Perichaena vermicularis","","","","","Publicación","","","2007",NA,5,"Zapahuira","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°20'35""S",3322,"","WGS84","19 k","","",""
"371",7974,"Protista","Myxogastria","Physaraceae","Physarum echinosporum","","","","","Publicación","","","2007",NA,1,"Lago Chungará","Estepa","Parinacota","Arica y Parinacota","Putre","Publicado","69°11'04""O","18°13'40""S",4665,"","WGS84","19 k","","",""
"372",7975,"Protista","Myxogastria","Physaraceae","Physarum megalosporum","","","","","Publicación","","","2007",NA,5,"Zapahuira","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°20'35""S",3322,"","WGS84","19 k","","",""
"373",7976,"Protista","Myxogastria","Physaraceae","Physarum pusillum","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",3415,"","WGS84","19 k","","",""
"374",7977,"Protista","Myxogastria","Trichiaceae","Trichia affinis","","","","","Publicación","","","2007",NA,2,"Quebrada de Taipicahue","Matorral","Parinacota","Arica y Parinacota","Putre","Publicado","69°30'53""O","18°10'38""S",4100,"","WGS84","19 k","","",""
"375",7978,"Protista","Myxogastria","Trichiaceae","Trichia contorta","","","","","Publicación","","","2007",NA,4,"","Matorral xerofítico","Parinacota","Arica y Parinacota","Putre","Publicado","69°34'55""O","18°19'38""S",3415,"","WGS84","19 k","","",""
